,Data Cadastro,RA,Casos,Casos Acumulados
0,2020-04-21,Fercal,0,0
0,2020-04-21,Cruzeiro,0,15
0,2020-04-21,Ceilândia,0,30
387,2020-04-21,Gama,4,26
0,2020-04-21,Arniqueira,0,6
0,2020-04-21,Candangolândia,0,2
0,2020-04-21,Riacho Fundo,0,5
388,2020-04-21,Itapoã,1,2
390,2020-04-21,Núcleo Bandeirante,1,10
389,2020-04-21,Lago Sul,1,71
0,2020-04-21,Vicente Pires,0,28
0,2020-04-21,Varjão,0,0
0,2020-04-21,Taguatinga,0,30
0,2020-04-21,Sudoeste/Octogonal,0,42
398,2020-04-21,Águas Claras,4,82
397,2020-04-21,São Sebastião,1,17
0,2020-04-21,Riacho Fundo II,0,1
0,2020-04-21,Sobradinho II,0,2
395,2020-04-21,Santa Maria,2,17
394,2020-04-21,Samambaia,1,26
393,2020-04-21,SCIA,1,8
392,2020-04-21,Recanto das Emas,1,8
391,2020-04-21,Planaltina,1,9
396,2020-04-21,Sistema Penitenciário,11,94
0,2020-04-22,Paranoá,0,3
0,2020-04-22,Park Way,0,14
0,2020-04-22,Pôr do Sol,0,2
0,2020-04-22,SCIA,0,8
0,2020-04-22,SIA,0,2
0,2020-04-22,Sobradinho,0,18
0,2020-04-22,Sobradinho II,0,2
0,2020-04-22,Sudoeste/Octogonal,0,42
0,2020-04-22,Não Informado,0,0
0,2020-04-22,Vicente Pires,0,28
0,2020-04-22,Lago Norte,0,22
0,2020-04-22,Jardim Botânico,0,20
0,2020-04-22,Itapoã,0,2
0,2020-04-22,Fercal,0,0
0,2020-04-22,Cruzeiro,0,15
0,2020-04-22,Candangolândia,0,2
0,2020-04-22,Varjão,0,0
0,2020-04-22,Entorno DF,0,33
406,2020-04-22,Plano Piloto,2,196
0,2020-04-22,Núcleo Bandeirante,0,10
415,2020-04-22,Águas Claras,3,85
412,2020-04-22,Sistema Penitenciário,6,100
411,2020-04-22,Santa Maria,5,22
405,2020-04-22,Planaltina,3,12
410,2020-04-22,Samambaia,1,27
409,2020-04-22,Riacho Fundo II,2,3
408,2020-04-22,Riacho Fundo,1,6
407,2020-04-22,Recanto das Emas,4,12
404,2020-04-22,Lago Sul,1,72
403,2020-04-22,Guará,4,50
402,2020-04-22,Gama,4,30
401,2020-04-22,Ceilândia,2,32
400,2020-04-22,Brazlândia,1,5
399,2020-04-22,Arniqueira,1,7
0,2020-04-22,Outros Estados,0,20
414,2020-04-22,Taguatinga,2,32
413,2020-04-22,São Sebastião,5,22
0,2020-04-23,Brazlândia,0,5
417,2020-04-23,Guará,2,52
419,2020-04-23,Park Way,1,15
420,2020-04-23,Plano Piloto,3,199
421,2020-04-23,SCIA,1,9
422,2020-04-23,Taguatinga,1,33
416,2020-04-23,Entorno DF,1,34
418,2020-04-23,Outros Estados,1,21
0,2020-04-23,Candangolândia,0,2
0,2020-04-23,Sobradinho,0,18
0,2020-04-23,Arniqueira,0,7
0,2020-04-23,Águas Claras,0,85
0,2020-04-23,Vicente Pires,0,28
0,2020-04-23,Varjão,0,0
0,2020-04-23,São Sebastião,0,22
0,2020-04-23,Sudoeste/Octogonal,0,42
0,2020-04-23,Sobradinho II,0,2
0,2020-04-23,Sistema Penitenciário,0,100
0,2020-04-23,Santa Maria,0,22
0,2020-04-23,Samambaia,0,27
0,2020-04-23,SIA,0,2
0,2020-04-23,Riacho Fundo,0,6
0,2020-04-23,Recanto das Emas,0,12
0,2020-04-23,Riacho Fundo II,0,3
0,2020-04-23,Planaltina,0,12
0,2020-04-23,Ceilândia,0,32
0,2020-04-23,Cruzeiro,0,15
0,2020-04-23,Fercal,0,0
0,2020-04-23,Gama,0,30
0,2020-04-23,Pôr do Sol,0,2
0,2020-04-23,Jardim Botânico,0,20
0,2020-04-23,Itapoã,0,2
0,2020-04-23,Lago Sul,0,72
0,2020-04-23,Não Informado,0,0
0,2020-04-23,Núcleo Bandeirante,0,10
0,2020-04-23,Paranoá,0,3
0,2020-04-23,Lago Norte,0,22
0,2020-04-24,Vicente Pires,0,28
0,2020-04-24,Varjão,0,0
0,2020-04-24,Sobradinho,0,18
0,2020-04-24,SIA,0,2
0,2020-04-24,SCIA,0,9
0,2020-04-24,Riacho Fundo,0,6
0,2020-04-24,Lago Sul,0,72
0,2020-04-24,Outros Estados,0,21
0,2020-04-24,Núcleo Bandeirante,0,10
0,2020-04-24,Não Informado,0,0
438,2020-04-24,Sudoeste/Octogonal,1,43
0,2020-04-24,Lago Norte,0,22
423,2020-04-24,Ceilândia,3,35
0,2020-04-24,Pôr do Sol,0,2
424,2020-04-24,Entorno DF,2,36
440,2020-04-24,Taguatinga,2,35
426,2020-04-24,Guará,6,58
427,2020-04-24,Jardim Botânico,1,21
428,2020-04-24,Paranoá,1,4
429,2020-04-24,Park Way,1,16
430,2020-04-24,Planaltina,1,13
431,2020-04-24,Plano Piloto,4,203
432,2020-04-24,Recanto das Emas,2,14
433,2020-04-24,Riacho Fundo II,1,4
434,2020-04-24,Samambaia,1,28
435,2020-04-24,Santa Maria,1,23
436,2020-04-24,Sistema Penitenciário,9,109
441,2020-04-24,Águas Claras,1,86
0,2020-04-24,Itapoã,0,2
439,2020-04-24,São Sebastião,2,24
425,2020-04-24,Gama,3,33
0,2020-04-24,Fercal,0,0
437,2020-04-24,Sobradinho II,1,3
0,2020-04-24,Cruzeiro,0,15
0,2020-04-24,Candangolândia,0,2
0,2020-04-24,Brazlândia,0,5
0,2020-04-24,Arniqueira,0,7
0,2020-04-25,Planaltina,0,13
0,2020-04-25,Fercal,0,0
0,2020-04-25,Gama,0,33
0,2020-04-25,Itapoã,0,2
0,2020-04-25,Jardim Botânico,0,21
0,2020-04-25,Lago Norte,0,22
0,2020-04-25,Lago Sul,0,72
0,2020-04-25,Não Informado,0,0
442,2020-04-25,Ceilândia,3,38
443,2020-04-25,Pôr do Sol,1,3
444,2020-04-25,SCIA,1,10
445,2020-04-25,Sistema Penitenciário,13,122
446,2020-04-25,Sobradinho,2,20
447,2020-04-25,São Sebastião,1,25
0,2020-04-25,Plano Piloto,0,203
448,2020-04-25,Águas Claras,2,88
0,2020-04-25,Entorno DF,0,36
0,2020-04-25,Cruzeiro,0,15
0,2020-04-25,Guará,0,58
0,2020-04-25,Brazlândia,0,5
0,2020-04-25,Park Way,0,16
0,2020-04-25,Paranoá,0,4
0,2020-04-25,Outros Estados,0,21
0,2020-04-25,Candangolândia,0,2
0,2020-04-25,Recanto das Emas,0,14
0,2020-04-25,Riacho Fundo,0,6
0,2020-04-25,Riacho Fundo II,0,4
0,2020-04-25,SIA,0,2
0,2020-04-25,Núcleo Bandeirante,0,10
0,2020-04-25,Santa Maria,0,23
0,2020-04-25,Sobradinho II,0,3
0,2020-04-25,Sudoeste/Octogonal,0,43
0,2020-04-25,Taguatinga,0,35
0,2020-04-25,Varjão,0,0
0,2020-04-25,Vicente Pires,0,28
0,2020-04-25,Samambaia,0,28
0,2020-04-25,Arniqueira,0,7
458,2020-04-26,Planaltina,3,16
457,2020-04-26,Outros Estados,1,22
456,2020-04-26,Lago Sul,1,73
455,2020-04-26,Lago Norte,1,23
454,2020-04-26,Jardim Botânico,3,24
451,2020-04-26,Gama,2,35
452,2020-04-26,Guará,2,60
450,2020-04-26,Entorno DF,3,39
449,2020-04-26,Ceilândia,2,40
459,2020-04-26,Plano Piloto,1,204
453,2020-04-26,Itapoã,1,3
460,2020-04-26,Recanto das Emas,1,15
0,2020-04-26,Pôr do Sol,0,3
462,2020-04-26,Santa Maria,3,26
0,2020-04-26,Arniqueira,0,7
0,2020-04-26,Brazlândia,0,5
0,2020-04-26,Candangolândia,0,2
0,2020-04-26,Cruzeiro,0,15
0,2020-04-26,Fercal,0,0
0,2020-04-26,Não Informado,0,0
0,2020-04-26,Núcleo Bandeirante,0,10
0,2020-04-26,Paranoá,0,4
0,2020-04-26,Park Way,0,16
0,2020-04-26,Riacho Fundo,0,6
0,2020-04-26,Riacho Fundo II,0,4
0,2020-04-26,SCIA,0,10
0,2020-04-26,SIA,0,2
0,2020-04-26,Sobradinho,0,20
0,2020-04-26,Sobradinho II,0,3
468,2020-04-26,Vicente Pires,3,31
467,2020-04-26,Varjão,1,1
466,2020-04-26,Taguatinga,1,36
465,2020-04-26,São Sebastião,4,29
464,2020-04-26,Sudoeste/Octogonal,1,44
463,2020-04-26,Sistema Penitenciário,39,161
461,2020-04-26,Samambaia,8,36
469,2020-04-26,Águas Claras,4,92
0,2020-04-27,Candangolândia,0,2
470,2020-04-27,Brazlândia,1,6
0,2020-04-27,Park Way,0,16
0,2020-04-27,Varjão,0,1
0,2020-04-27,São Sebastião,0,29
0,2020-04-27,SIA,0,2
0,2020-04-27,SCIA,0,10
0,2020-04-27,Recanto das Emas,0,15
0,2020-04-27,Arniqueira,0,7
0,2020-04-27,Cruzeiro,0,15
0,2020-04-27,Fercal,0,0
0,2020-04-27,Itapoã,0,3
0,2020-04-27,Jardim Botânico,0,24
0,2020-04-27,Não Informado,0,0
0,2020-04-27,Núcleo Bandeirante,0,10
0,2020-04-27,Outros Estados,0,22
0,2020-04-27,Paranoá,0,4
489,2020-04-27,Águas Claras,11,103
488,2020-04-27,Vicente Pires,1,32
0,2020-04-27,Pôr do Sol,0,3
486,2020-04-27,Sudoeste/Octogonal,2,46
483,2020-04-27,Sistema Penitenciário,1,162
482,2020-04-27,Santa Maria,2,28
481,2020-04-27,Samambaia,5,41
480,2020-04-27,Riacho Fundo II,1,5
479,2020-04-27,Riacho Fundo,1,7
478,2020-04-27,Plano Piloto,8,212
487,2020-04-27,Taguatinga,3,39
477,2020-04-27,Planaltina,5,21
485,2020-04-27,Sobradinho II,1,4
475,2020-04-27,Lago Norte,1,24
474,2020-04-27,Guará,1,61
473,2020-04-27,Gama,3,38
472,2020-04-27,Entorno DF,2,41
471,2020-04-27,Ceilândia,6,46
476,2020-04-27,Lago Sul,3,76
484,2020-04-27,Sobradinho,6,26
0,2020-04-28,Candangolândia,0,2
0,2020-04-28,Fercal,0,0
0,2020-04-28,Itapoã,0,3
0,2020-04-28,Jardim Botânico,0,24
0,2020-04-28,Lago Norte,0,24
0,2020-04-28,Não Informado,0,0
0,2020-04-28,Núcleo Bandeirante,0,10
0,2020-04-28,Outros Estados,0,22
0,2020-04-28,Park Way,0,16
0,2020-04-28,Pôr do Sol,0,3
0,2020-04-28,Recanto das Emas,0,15
0,2020-04-28,SIA,0,2
0,2020-04-28,Sobradinho II,0,4
0,2020-04-28,Cruzeiro,0,15
0,2020-04-28,Paranoá,0,4
506,2020-04-28,São Sebastião,1,30
508,2020-04-28,Vicente Pires,3,35
490,2020-04-28,Arniqueira,1,8
491,2020-04-28,Brazlândia,1,7
492,2020-04-28,Ceilândia,2,48
493,2020-04-28,Entorno DF,1,42
494,2020-04-28,Gama,3,41
495,2020-04-28,Guará,4,65
496,2020-04-28,Lago Sul,4,80
497,2020-04-28,Planaltina,4,25
509,2020-04-28,Águas Claras,10,113
498,2020-04-28,Plano Piloto,2,214
500,2020-04-28,Riacho Fundo II,1,6
501,2020-04-28,SCIA,1,11
502,2020-04-28,Samambaia,2,43
503,2020-04-28,Santa Maria,1,29
504,2020-04-28,Sistema Penitenciário,2,164
505,2020-04-28,Sobradinho,2,28
0,2020-04-28,Varjão,0,1
507,2020-04-28,Taguatinga,4,43
499,2020-04-28,Riacho Fundo,2,9
0,2020-04-28,Sudoeste/Octogonal,0,46
0,2020-04-29,Riacho Fundo II,0,6
511,2020-04-29,Ceilândia,5,53
531,2020-04-29,Águas Claras,4,117
0,2020-04-29,Arniqueira,0,8
0,2020-04-29,Candangolândia,0,2
0,2020-04-29,Cruzeiro,0,15
0,2020-04-29,Lago Norte,0,24
0,2020-04-29,Lago Sul,0,80
0,2020-04-29,Não Informado,0,0
0,2020-04-29,Núcleo Bandeirante,0,10
0,2020-04-29,Park Way,0,16
0,2020-04-29,Pôr do Sol,0,3
0,2020-04-29,SIA,0,2
0,2020-04-29,Sobradinho II,0,4
0,2020-04-29,Sudoeste/Octogonal,0,46
0,2020-04-29,Varjão,0,1
510,2020-04-29,Brazlândia,1,8
530,2020-04-29,Vicente Pires,1,36
529,2020-04-29,Taguatinga,1,44
0,2020-04-29,Fercal,0,0
527,2020-04-29,Sobradinho,2,30
512,2020-04-29,Entorno DF,7,49
513,2020-04-29,Gama,3,44
528,2020-04-29,São Sebastião,5,35
515,2020-04-29,Itapoã,2,5
516,2020-04-29,Jardim Botânico,3,27
517,2020-04-29,Outros Estados,1,23
518,2020-04-29,Paranoá,3,7
519,2020-04-29,Planaltina,1,26
514,2020-04-29,Guará,4,69
521,2020-04-29,Recanto das Emas,3,18
522,2020-04-29,Riacho Fundo,2,11
523,2020-04-29,SCIA,1,12
524,2020-04-29,Samambaia,4,47
525,2020-04-29,Santa Maria,2,31
520,2020-04-29,Plano Piloto,3,217
526,2020-04-29,Sistema Penitenciário,18,182
0,2020-04-30,SCIA,0,12
0,2020-04-30,Riacho Fundo II,0,6
0,2020-04-30,Recanto das Emas,0,18
0,2020-04-30,Pôr do Sol,0,3
0,2020-04-30,Não Informado,0,0
0,2020-04-30,Gama,0,44
0,2020-04-30,Itapoã,0,5
0,2020-04-30,Fercal,0,0
0,2020-04-30,Cruzeiro,0,15
0,2020-04-30,Candangolândia,0,2
0,2020-04-30,SIA,0,2
0,2020-04-30,Lago Norte,0,24
0,2020-04-30,Sobradinho II,0,4
553,2020-04-30,Vicente Pires,4,40
541,2020-04-30,Paranoá,2,9
533,2020-04-30,Brazlândia,2,10
534,2020-04-30,Ceilândia,4,57
535,2020-04-30,Entorno DF,4,53
536,2020-04-30,Guará,3,72
537,2020-04-30,Jardim Botânico,4,31
538,2020-04-30,Lago Sul,1,81
539,2020-04-30,Núcleo Bandeirante,2,12
540,2020-04-30,Outros Estados,3,26
0,2020-04-30,Varjão,0,1
542,2020-04-30,Park Way,3,19
543,2020-04-30,Planaltina,5,31
544,2020-04-30,Plano Piloto,11,228
545,2020-04-30,Riacho Fundo,3,14
546,2020-04-30,Samambaia,7,54
547,2020-04-30,Santa Maria,1,32
548,2020-04-30,Sistema Penitenciário,26,208
549,2020-04-30,Sobradinho,2,32
550,2020-04-30,Sudoeste/Octogonal,2,48
551,2020-04-30,São Sebastião,4,39
552,2020-04-30,Taguatinga,6,50
554,2020-04-30,Águas Claras,25,142
532,2020-04-30,Arniqueira,1,9
0,2020-05-01,Paranoá,0,9
0,2020-05-01,SCIA,0,12
0,2020-05-01,SIA,0,2
0,2020-05-01,Samambaia,0,54
0,2020-05-01,Núcleo Bandeirante,0,12
0,2020-05-01,Arniqueira,0,9
0,2020-05-01,Varjão,0,1
0,2020-05-01,Itapoã,0,5
0,2020-05-01,Fercal,0,0
0,2020-05-01,Cruzeiro,0,15
0,2020-05-01,Brazlândia,0,10
0,2020-05-01,Não Informado,0,0
0,2020-05-01,Vicente Pires,0,40
0,2020-05-01,Lago Sul,0,81
561,2020-05-01,Outros Estados,1,27
569,2020-05-01,Santa Maria,2,34
568,2020-05-01,Riacho Fundo II,1,7
567,2020-05-01,Riacho Fundo,1,15
566,2020-05-01,Recanto das Emas,2,20
565,2020-05-01,Pôr do Sol,1,4
564,2020-05-01,Plano Piloto,3,231
571,2020-05-01,Sobradinho,2,34
563,2020-05-01,Planaltina,3,34
560,2020-05-01,Jardim Botânico,1,32
559,2020-05-01,Guará,3,75
558,2020-05-01,Gama,4,48
557,2020-05-01,Entorno DF,9,62
556,2020-05-01,Ceilândia,3,60
555,2020-05-01,Candangolândia,2,4
562,2020-05-01,Park Way,1,20
572,2020-05-01,Sobradinho II,1,5
570,2020-05-01,Sistema Penitenciário,61,269
574,2020-05-01,São Sebastião,2,41
575,2020-05-01,Taguatinga,6,56
576,2020-05-01,Águas Claras,10,152
0,2020-05-01,Lago Norte,0,24
573,2020-05-01,Sudoeste/Octogonal,5,53
0,2020-05-02,Cruzeiro,0,15
0,2020-05-02,Fercal,0,0
0,2020-05-02,Sobradinho II,0,5
0,2020-05-02,Santa Maria,0,34
0,2020-05-02,SIA,0,2
0,2020-05-02,SCIA,0,12
0,2020-05-02,Gama,0,48
0,2020-05-02,Pôr do Sol,0,4
0,2020-05-02,Park Way,0,20
589,2020-05-02,Sobradinho,1,35
0,2020-05-02,Lago Sul,0,81
0,2020-05-02,Lago Norte,0,24
0,2020-05-02,Itapoã,0,5
0,2020-05-02,Ceilândia,0,60
0,2020-05-02,Recanto das Emas,0,20
0,2020-05-02,Candangolândia,0,4
584,2020-05-02,Plano Piloto,2,233
0,2020-05-02,Arniqueira,0,9
588,2020-05-02,Sistema Penitenciário,12,281
587,2020-05-02,Samambaia,2,56
586,2020-05-02,Riacho Fundo II,2,9
585,2020-05-02,Riacho Fundo,1,16
583,2020-05-02,Planaltina,6,40
582,2020-05-02,Paranoá,1,10
581,2020-05-02,Outros Estados,2,29
580,2020-05-02,Núcleo Bandeirante,1,13
579,2020-05-02,Jardim Botânico,1,33
578,2020-05-02,Guará,1,76
577,2020-05-02,Entorno DF,2,64
0,2020-05-02,Varjão,0,1
591,2020-05-02,São Sebastião,1,42
592,2020-05-02,Taguatinga,3,59
593,2020-05-02,Águas Claras,4,156
0,2020-05-02,Brazlândia,0,10
0,2020-05-02,Vicente Pires,0,40
0,2020-05-02,Não Informado,0,0
590,2020-05-02,Sudoeste/Octogonal,1,54
614,2020-05-03,Sistema Penitenciário,5,286
615,2020-05-03,Sobradinho,3,38
616,2020-05-03,Sudoeste/Octogonal,2,56
618,2020-05-03,Taguatinga,10,69
619,2020-05-03,Vicente Pires,3,43
620,2020-05-03,Águas Claras,11,167
0,2020-05-03,Varjão,0,1
613,2020-05-03,Samambaia,8,64
0,2020-05-03,Sobradinho II,0,5
0,2020-05-03,SIA,0,2
0,2020-05-03,Riacho Fundo II,0,9
0,2020-05-03,Paranoá,0,10
0,2020-05-03,Não Informado,0,0
0,2020-05-03,Itapoã,0,5
0,2020-05-03,Fercal,0,0
0,2020-05-03,Candangolândia,0,4
0,2020-05-03,Santa Maria,0,34
612,2020-05-03,SCIA,2,14
617,2020-05-03,São Sebastião,2,44
610,2020-05-03,Recanto das Emas,2,22
594,2020-05-03,Arniqueira,1,10
595,2020-05-03,Brazlândia,4,14
596,2020-05-03,Ceilândia,5,65
597,2020-05-03,Cruzeiro,1,16
598,2020-05-03,Entorno DF,10,74
599,2020-05-03,Gama,3,51
611,2020-05-03,Riacho Fundo,3,19
601,2020-05-03,Jardim Botânico,2,35
602,2020-05-03,Lago Norte,2,26
603,2020-05-03,Lago Sul,2,83
600,2020-05-03,Guará,11,87
609,2020-05-03,Pôr do Sol,1,5
604,2020-05-03,Núcleo Bandeirante,1,14
605,2020-05-03,Outros Estados,7,36
606,2020-05-03,Park Way,1,21
607,2020-05-03,Planaltina,4,44
608,2020-05-03,Plano Piloto,10,243
634,2020-05-04,Planaltina,2,46
636,2020-05-04,Recanto das Emas,2,24
637,2020-05-04,Riacho Fundo,3,22
638,2020-05-04,Riacho Fundo II,1,10
642,2020-05-04,Sobradinho,1,39
640,2020-05-04,Santa Maria,3,37
641,2020-05-04,Sistema Penitenciário,1,287
633,2020-05-04,Park Way,1,22
643,2020-05-04,Sobradinho II,1,6
639,2020-05-04,Samambaia,4,68
632,2020-05-04,Outros Estados,5,41
623,2020-05-04,Ceilândia,6,71
630,2020-05-04,Lago Sul,1,84
629,2020-05-04,Lago Norte,2,28
628,2020-05-04,Jardim Botânico,1,36
627,2020-05-04,Guará,3,90
626,2020-05-04,Gama,3,54
625,2020-05-04,Entorno DF,9,83
624,2020-05-04,Cruzeiro,2,18
644,2020-05-04,Taguatinga,6,75
622,2020-05-04,Candangolândia,1,5
621,2020-05-04,Brazlândia,3,17
631,2020-05-04,Não Informado,1,1
645,2020-05-04,Águas Claras,3,170
635,2020-05-04,Plano Piloto,7,250
0,2020-05-04,Itapoã,0,5
0,2020-05-04,Arniqueira,0,10
0,2020-05-04,Núcleo Bandeirante,0,14
0,2020-05-04,Paranoá,0,10
0,2020-05-04,Pôr do Sol,0,5
0,2020-05-04,SCIA,0,14
0,2020-05-04,SIA,0,2
0,2020-05-04,Sudoeste/Octogonal,0,56
0,2020-05-04,São Sebastião,0,44
0,2020-05-04,Varjão,0,1
0,2020-05-04,Vicente Pires,0,43
0,2020-05-04,Fercal,0,0
0,2020-05-05,Arniqueira,0,10
0,2020-05-05,Candangolândia,0,5
0,2020-05-05,Cruzeiro,0,18
651,2020-05-05,Não Informado,4,5
0,2020-05-05,Jardim Botânico,0,36
0,2020-05-05,Lago Norte,0,28
0,2020-05-05,Lago Sul,0,84
652,2020-05-05,Outros Estados,2,43
0,2020-05-05,Paranoá,0,10
0,2020-05-05,Park Way,0,22
0,2020-05-05,Pôr do Sol,0,5
0,2020-05-05,SCIA,0,14
0,2020-05-05,SIA,0,2
0,2020-05-05,Sobradinho II,0,6
0,2020-05-05,Sudoeste/Octogonal,0,56
0,2020-05-05,São Sebastião,0,44
0,2020-05-05,Varjão,0,1
0,2020-05-05,Itapoã,0,5
0,2020-05-05,Fercal,0,0
0,2020-05-05,Núcleo Bandeirante,0,14
661,2020-05-05,Sobradinho,1,40
647,2020-05-05,Ceilândia,1,72
646,2020-05-05,Brazlândia,2,19
653,2020-05-05,Planaltina,3,49
650,2020-05-05,Guará,3,93
664,2020-05-05,Águas Claras,10,180
663,2020-05-05,Vicente Pires,1,44
662,2020-05-05,Taguatinga,4,79
648,2020-05-05,Entorno DF,3,86
660,2020-05-05,Sistema Penitenciário,1,288
649,2020-05-05,Gama,2,56
659,2020-05-05,Santa Maria,3,40
658,2020-05-05,Samambaia,2,70
657,2020-05-05,Riacho Fundo II,1,11
656,2020-05-05,Riacho Fundo,1,23
655,2020-05-05,Recanto das Emas,3,27
654,2020-05-05,Plano Piloto,4,254
684,2020-05-06,Riacho Fundo II,1,12
685,2020-05-06,SCIA,5,19
686,2020-05-06,Samambaia,9,79
682,2020-05-06,Recanto das Emas,2,29
681,2020-05-06,Pôr do Sol,1,6
680,2020-05-06,Plano Piloto,35,289
683,2020-05-06,Riacho Fundo,2,25
0,2020-05-06,Fercal,0,0
689,2020-05-06,Sobradinho,2,42
688,2020-05-06,Sistema Penitenciário,36,324
679,2020-05-06,Planaltina,2,51
690,2020-05-06,Sudoeste/Octogonal,11,67
691,2020-05-06,São Sebastião,4,48
692,2020-05-06,Taguatinga,14,93
693,2020-05-06,Varjão,1,2
694,2020-05-06,Águas Claras,7,187
687,2020-05-06,Santa Maria,4,44
678,2020-05-06,Park Way,4,26
675,2020-05-06,Núcleo Bandeirante,2,16
676,2020-05-06,Outros Estados,2,45
0,2020-05-06,SIA,0,2
677,2020-05-06,Paranoá,4,14
0,2020-05-06,Vicente Pires,0,44
0,2020-05-06,Brazlândia,0,19
665,2020-05-06,Ceilândia,10,82
666,2020-05-06,Cruzeiro,1,19
667,2020-05-06,Entorno DF,13,99
0,2020-05-06,Sobradinho II,0,6
669,2020-05-06,Guará,7,100
668,2020-05-06,Gama,13,69
0,2020-05-06,Candangolândia,0,5
674,2020-05-06,Não Informado,2,7
0,2020-05-06,Arniqueira,0,10
672,2020-05-06,Lago Norte,3,31
671,2020-05-06,Jardim Botânico,6,42
670,2020-05-06,Itapoã,1,6
673,2020-05-06,Lago Sul,23,107
695,2020-05-07,Candangolândia,1,6
696,2020-05-07,Ceilândia,3,85
698,2020-05-07,Fercal,1,1
699,2020-05-07,Gama,12,81
700,2020-05-07,Guará,4,104
701,2020-05-07,Jardim Botânico,1,43
702,2020-05-07,Lago Norte,1,32
703,2020-05-07,Lago Sul,7,114
704,2020-05-07,Outros Estados,7,52
705,2020-05-07,Paranoá,1,15
697,2020-05-07,Entorno DF,13,112
707,2020-05-07,Planaltina,9,60
709,2020-05-07,Recanto das Emas,2,31
0,2020-05-07,SIA,0,2
0,2020-05-07,Pôr do Sol,0,6
0,2020-05-07,Núcleo Bandeirante,0,16
0,2020-05-07,Não Informado,0,7
0,2020-05-07,Itapoã,0,6
0,2020-05-07,Cruzeiro,0,19
0,2020-05-07,Brazlândia,0,19
0,2020-05-07,Arniqueira,0,10
706,2020-05-07,Park Way,2,28
708,2020-05-07,Plano Piloto,18,307
0,2020-05-07,Sobradinho II,0,6
721,2020-05-07,Águas Claras,7,194
719,2020-05-07,Taguatinga,4,97
718,2020-05-07,São Sebastião,2,50
717,2020-05-07,Sudoeste/Octogonal,2,69
716,2020-05-07,Sobradinho,4,46
715,2020-05-07,Sistema Penitenciário,65,389
714,2020-05-07,Santa Maria,4,48
713,2020-05-07,Samambaia,7,86
712,2020-05-07,SCIA,3,22
711,2020-05-07,Riacho Fundo II,2,14
710,2020-05-07,Riacho Fundo,1,26
720,2020-05-07,Vicente Pires,2,46
0,2020-05-07,Varjão,0,2
0,2020-05-08,Pôr do Sol,0,6
0,2020-05-08,Cruzeiro,0,19
0,2020-05-08,Fercal,0,1
0,2020-05-08,Itapoã,0,6
0,2020-05-08,Park Way,0,28
748,2020-05-08,Águas Claras,5,199
0,2020-05-08,SCIA,0,22
0,2020-05-08,SIA,0,2
0,2020-05-08,Sobradinho II,0,6
0,2020-05-08,Varjão,0,2
0,2020-05-08,Arniqueira,0,10
747,2020-05-08,Vicente Pires,1,47
723,2020-05-08,Candangolândia,3,9
745,2020-05-08,São Sebastião,5,55
740,2020-05-08,Samambaia,12,98
739,2020-05-08,Riacho Fundo II,2,16
738,2020-05-08,Riacho Fundo,7,33
737,2020-05-08,Recanto das Emas,1,32
736,2020-05-08,Plano Piloto,9,316
735,2020-05-08,Planaltina,13,73
734,2020-05-08,Paranoá,3,18
733,2020-05-08,Outros Estados,10,62
741,2020-05-08,Santa Maria,4,52
732,2020-05-08,Núcleo Bandeirante,3,19
730,2020-05-08,Lago Sul,3,117
729,2020-05-08,Lago Norte,2,34
746,2020-05-08,Taguatinga,5,102
727,2020-05-08,Guará,9,113
726,2020-05-08,Gama,3,84
725,2020-05-08,Entorno DF,15,127
724,2020-05-08,Ceilândia,10,95
722,2020-05-08,Brazlândia,4,23
731,2020-05-08,Não Informado,9,16
742,2020-05-08,Sistema Penitenciário,36,425
728,2020-05-08,Jardim Botânico,2,45
743,2020-05-08,Sobradinho,5,51
744,2020-05-08,Sudoeste/Octogonal,2,71
769,2020-05-09,Santa Maria,8,60
0,2020-05-09,Arniqueira,0,10
0,2020-05-09,Fercal,0,1
0,2020-05-09,Jardim Botânico,0,45
0,2020-05-09,Núcleo Bandeirante,0,19
0,2020-05-09,Park Way,0,28
768,2020-05-09,Samambaia,12,110
0,2020-05-09,SIA,0,2
0,2020-05-09,Varjão,0,2
772,2020-05-09,Sobradinho II,1,7
773,2020-05-09,Sudoeste/Octogonal,3,74
774,2020-05-09,São Sebastião,6,61
775,2020-05-09,Taguatinga,14,116
776,2020-05-09,Vicente Pires,2,49
777,2020-05-09,Águas Claras,5,204
771,2020-05-09,Sobradinho,2,53
749,2020-05-09,Brazlândia,4,27
0,2020-05-09,SCIA,0,22
751,2020-05-09,Ceilândia,8,103
750,2020-05-09,Candangolândia,1,10
770,2020-05-09,Sistema Penitenciário,3,428
767,2020-05-09,Riacho Fundo II,1,17
765,2020-05-09,Recanto das Emas,2,34
764,2020-05-09,Pôr do Sol,2,8
763,2020-05-09,Plano Piloto,11,327
762,2020-05-09,Planaltina,7,80
761,2020-05-09,Paranoá,3,21
766,2020-05-09,Riacho Fundo,5,38
759,2020-05-09,Não Informado,1,17
758,2020-05-09,Lago Sul,2,119
757,2020-05-09,Lago Norte,4,38
756,2020-05-09,Itapoã,3,9
755,2020-05-09,Guará,6,119
754,2020-05-09,Gama,2,86
753,2020-05-09,Entorno DF,5,132
752,2020-05-09,Cruzeiro,1,20
760,2020-05-09,Outros Estados,3,65
794,2020-05-10,SCIA,1,23
