,Data Cadastro,RA,Casos,Casos Acumulados
0,2020-03-01,Taguatinga,1,1
0,2020-03-01,Pôr do Sol,0,0
0,2020-03-01,Recanto das Emas,0,0
0,2020-03-01,Riacho Fundo,0,0
0,2020-03-01,Riacho Fundo II,0,0
0,2020-03-01,SCIA,0,0
0,2020-03-01,SIA,0,0
0,2020-03-01,Planaltina,0,0
0,2020-03-01,Samambaia,0,0
0,2020-03-01,Sistema Penitenciário,0,0
0,2020-03-01,Sobradinho,0,0
0,2020-03-01,Sobradinho II,0,0
0,2020-03-01,Sudoeste/Octogonal,0,0
0,2020-03-01,São Sebastião,0,0
0,2020-03-01,Varjão,0,0
0,2020-03-01,Santa Maria,0,0
0,2020-03-01,Park Way,0,0
0,2020-03-01,Paranoá,0,0
0,2020-03-01,Outros Estados,0,0
0,2020-03-01,Arniqueira,0,0
0,2020-03-01,Brazlândia,0,0
0,2020-03-01,Candangolândia,0,0
0,2020-03-01,Ceilândia,0,0
0,2020-03-01,Cruzeiro,0,0
0,2020-03-01,Entorno DF,0,0
0,2020-03-01,Fercal,0,0
0,2020-03-01,Gama,0,0
0,2020-03-01,Guará,0,0
0,2020-03-01,Itapoã,0,0
0,2020-03-01,Jardim Botânico,0,0
0,2020-03-01,Lago Norte,0,0
0,2020-03-01,Lago Sul,0,0
0,2020-03-01,Não Informado,0,0
0,2020-03-01,Núcleo Bandeirante,0,0
0,2020-03-01,Vicente Pires,0,0
0,2020-03-01,Águas Claras,0,0
0,2020-03-01,Plano Piloto,0,0
0,2020-03-16,Arniqueira,0,0
0,2020-03-16,Riacho Fundo,0,0
0,2020-03-16,Riacho Fundo II,0,0
0,2020-03-16,SCIA,0,0
0,2020-03-16,SIA,0,0
0,2020-03-16,Samambaia,0,0
0,2020-03-16,Santa Maria,0,0
0,2020-03-16,Sistema Penitenciário,0,0
0,2020-03-16,Recanto das Emas,0,0
0,2020-03-16,Sobradinho,0,0
0,2020-03-16,Sudoeste/Octogonal,0,0
0,2020-03-16,São Sebastião,0,0
0,2020-03-16,Taguatinga,0,1
0,2020-03-16,Varjão,0,0
0,2020-03-16,Vicente Pires,0,0
0,2020-03-16,Brazlândia,0,0
1,2020-03-16,Plano Piloto,1,1
0,2020-03-16,Sobradinho II,0,0
0,2020-03-16,Pôr do Sol,0,0
0,2020-03-16,Águas Claras,0,0
0,2020-03-16,Candangolândia,0,0
0,2020-03-16,Ceilândia,0,0
0,2020-03-16,Cruzeiro,0,0
0,2020-03-16,Entorno DF,0,0
0,2020-03-16,Fercal,0,0
0,2020-03-16,Planaltina,0,0
0,2020-03-16,Guará,0,0
0,2020-03-16,Itapoã,0,0
0,2020-03-16,Gama,0,0
0,2020-03-16,Lago Norte,0,0
0,2020-03-16,Lago Sul,0,0
0,2020-03-16,Não Informado,0,0
0,2020-03-16,Núcleo Bandeirante,0,0
0,2020-03-16,Outros Estados,0,0
0,2020-03-16,Paranoá,0,0
0,2020-03-16,Park Way,0,0
0,2020-03-16,Jardim Botânico,0,0
0,2020-03-17,Riacho Fundo,0,0
0,2020-03-17,Riacho Fundo II,0,0
0,2020-03-17,SCIA,0,0
0,2020-03-17,SIA,0,0
0,2020-03-17,Samambaia,0,0
0,2020-03-17,Santa Maria,0,0
0,2020-03-17,Sistema Penitenciário,0,0
0,2020-03-17,Águas Claras,0,0
0,2020-03-17,Sobradinho II,0,0
0,2020-03-17,Sudoeste/Octogonal,0,0
0,2020-03-17,São Sebastião,0,0
0,2020-03-17,Taguatinga,0,1
0,2020-03-17,Varjão,0,0
0,2020-03-17,Vicente Pires,0,0
0,2020-03-17,Recanto das Emas,0,0
0,2020-03-17,Sobradinho,0,0
0,2020-03-17,Pôr do Sol,0,0
0,2020-03-17,Jardim Botânico,0,0
0,2020-03-17,Park Way,0,0
0,2020-03-17,Candangolândia,0,0
0,2020-03-17,Ceilândia,0,0
0,2020-03-17,Cruzeiro,0,0
0,2020-03-17,Entorno DF,0,0
0,2020-03-17,Fercal,0,0
0,2020-03-17,Gama,0,0
0,2020-03-17,Planaltina,0,0
0,2020-03-17,Guará,0,0
0,2020-03-17,Lago Norte,0,0
0,2020-03-17,Lago Sul,0,0
0,2020-03-17,Não Informado,0,0
0,2020-03-17,Núcleo Bandeirante,0,0
0,2020-03-17,Outros Estados,0,0
0,2020-03-17,Paranoá,0,0
0,2020-03-17,Itapoã,0,0
0,2020-03-17,Arniqueira,0,0
0,2020-03-17,Brazlândia,0,0
2,2020-03-17,Plano Piloto,1,2
0,2020-03-18,Pôr do Sol,0,0
0,2020-03-18,Candangolândia,0,0
0,2020-03-18,Ceilândia,0,0
0,2020-03-18,Cruzeiro,0,0
0,2020-03-18,Entorno DF,0,0
0,2020-03-18,Fercal,0,0
0,2020-03-18,Gama,0,0
0,2020-03-18,Guará,0,0
0,2020-03-18,Itapoã,0,0
0,2020-03-18,Não Informado,0,0
0,2020-03-18,Núcleo Bandeirante,0,0
0,2020-03-18,Paranoá,0,0
0,2020-03-18,Park Way,0,0
0,2020-03-18,Planaltina,0,0
0,2020-03-18,Recanto das Emas,0,0
0,2020-03-18,Riacho Fundo,0,0
0,2020-03-18,Riacho Fundo II,0,0
0,2020-03-18,SCIA,0,0
0,2020-03-18,SIA,0,0
0,2020-03-18,Samambaia,0,0
0,2020-03-18,Santa Maria,0,0
0,2020-03-18,Sistema Penitenciário,0,0
0,2020-03-18,Sobradinho,0,0
0,2020-03-18,Sobradinho II,0,0
0,2020-03-18,São Sebastião,0,0
0,2020-03-18,Taguatinga,0,1
0,2020-03-18,Varjão,0,0
0,2020-03-18,Vicente Pires,0,0
0,2020-03-18,Brazlândia,0,0
0,2020-03-18,Arniqueira,0,0
0,2020-03-18,Lago Norte,0,0
6,2020-03-18,Plano Piloto,5,7
8,2020-03-18,Águas Claras,3,3
7,2020-03-18,Sudoeste/Octogonal,3,3
5,2020-03-18,Outros Estados,2,2
4,2020-03-18,Lago Sul,8,8
3,2020-03-18,Jardim Botânico,1,1
9,2020-03-19,Ceilândia,1,1
0,2020-03-19,SCIA,0,0
0,2020-03-19,Arniqueira,0,0
10,2020-03-19,Cruzeiro,1,1
0,2020-03-19,Brazlândia,0,0
0,2020-03-19,Entorno DF,0,0
0,2020-03-19,Fercal,0,0
0,2020-03-19,Itapoã,0,0
0,2020-03-19,Jardim Botânico,0,1
0,2020-03-19,Não Informado,0,0
0,2020-03-19,Planaltina,0,0
0,2020-03-19,Pôr do Sol,0,0
0,2020-03-19,Recanto das Emas,0,0
0,2020-03-19,Candangolândia,0,0
0,2020-03-19,Riacho Fundo,0,0
11,2020-03-19,Gama,1,1
13,2020-03-19,Lago Norte,1,1
0,2020-03-19,Varjão,0,0
0,2020-03-19,São Sebastião,0,0
0,2020-03-19,Sobradinho II,0,0
0,2020-03-19,Sobradinho,0,0
0,2020-03-19,Sistema Penitenciário,0,0
0,2020-03-19,Santa Maria,0,0
0,2020-03-19,SIA,0,0
23,2020-03-19,Águas Claras,3,6
12,2020-03-19,Guará,1,1
22,2020-03-19,Taguatinga,1,2
21,2020-03-19,Sudoeste/Octogonal,3,6
20,2020-03-19,Samambaia,1,1
19,2020-03-19,Plano Piloto,10,17
18,2020-03-19,Park Way,1,1
17,2020-03-19,Paranoá,1,1
16,2020-03-19,Outros Estados,3,5
15,2020-03-19,Núcleo Bandeirante,1,1
14,2020-03-19,Lago Sul,12,20
0,2020-03-19,Vicente Pires,0,0
0,2020-03-19,Riacho Fundo II,0,0
31,2020-03-20,Vicente Pires,1,1
24,2020-03-20,Cruzeiro,1,2
25,2020-03-20,Lago Norte,1,2
26,2020-03-20,Lago Sul,2,22
27,2020-03-20,Outros Estados,3,8
28,2020-03-20,Plano Piloto,9,26
29,2020-03-20,Sudoeste/Octogonal,1,7
30,2020-03-20,Taguatinga,1,3
32,2020-03-20,Águas Claras,1,7
0,2020-03-20,Arniqueira,0,0
0,2020-03-20,Riacho Fundo II,0,0
0,2020-03-20,Candangolândia,0,0
0,2020-03-20,Brazlândia,0,0
0,2020-03-20,Varjão,0,0
0,2020-03-20,São Sebastião,0,0
0,2020-03-20,Sobradinho II,0,0
0,2020-03-20,Sobradinho,0,0
0,2020-03-20,Santa Maria,0,0
0,2020-03-20,Samambaia,0,1
0,2020-03-20,SIA,0,0
0,2020-03-20,SCIA,0,0
0,2020-03-20,Riacho Fundo,0,0
0,2020-03-20,Recanto das Emas,0,0
0,2020-03-20,Pôr do Sol,0,0
0,2020-03-20,Sistema Penitenciário,0,0
0,2020-03-20,Park Way,0,1
0,2020-03-20,Planaltina,0,0
0,2020-03-20,Entorno DF,0,0
0,2020-03-20,Fercal,0,0
0,2020-03-20,Ceilândia,0,1
0,2020-03-20,Guará,0,1
0,2020-03-20,Gama,0,1
0,2020-03-20,Jardim Botânico,0,1
0,2020-03-20,Não Informado,0,0
0,2020-03-20,Núcleo Bandeirante,0,1
0,2020-03-20,Paranoá,0,1
0,2020-03-20,Itapoã,0,0
0,2020-03-21,Santa Maria,0,0
0,2020-03-21,Samambaia,0,1
0,2020-03-21,Sistema Penitenciário,0,0
0,2020-03-21,Sobradinho II,0,0
0,2020-03-21,São Sebastião,0,0
0,2020-03-21,Vicente Pires,0,1
33,2020-03-21,Gama,1,2
39,2020-03-21,Sobradinho,1,1
35,2020-03-21,Lago Sul,2,24
36,2020-03-21,Outros Estados,3,11
37,2020-03-21,Plano Piloto,6,32
38,2020-03-21,Riacho Fundo,1,1
40,2020-03-21,Sudoeste/Octogonal,2,9
41,2020-03-21,Taguatinga,1,4
0,2020-03-21,SIA,0,0
42,2020-03-21,Águas Claras,3,10
34,2020-03-21,Guará,4,5
0,2020-03-21,SCIA,0,0
0,2020-03-21,Varjão,0,0
0,2020-03-21,Recanto das Emas,0,0
0,2020-03-21,Lago Norte,0,2
0,2020-03-21,Jardim Botânico,0,1
0,2020-03-21,Itapoã,0,0
0,2020-03-21,Fercal,0,0
0,2020-03-21,Entorno DF,0,0
0,2020-03-21,Cruzeiro,0,2
0,2020-03-21,Ceilândia,0,1
0,2020-03-21,Candangolândia,0,0
0,2020-03-21,Arniqueira,0,0
0,2020-03-21,Brazlândia,0,0
0,2020-03-21,Paranoá,0,1
0,2020-03-21,Pôr do Sol,0,0
0,2020-03-21,Planaltina,0,0
0,2020-03-21,Park Way,0,1
0,2020-03-21,Núcleo Bandeirante,0,1
0,2020-03-21,Riacho Fundo II,0,0
0,2020-03-21,Não Informado,0,0
48,2020-03-22,Taguatinga,2,6
49,2020-03-22,Águas Claras,2,12
0,2020-03-22,Entorno DF,0,0
46,2020-03-22,Lago Sul,1,25
47,2020-03-22,Plano Piloto,7,39
43,2020-03-22,Guará,1,6
0,2020-03-22,Arniqueira,0,0
0,2020-03-22,Brazlândia,0,0
0,2020-03-22,Candangolândia,0,0
44,2020-03-22,Jardim Botânico,1,2
0,2020-03-22,Ceilândia,0,1
0,2020-03-22,Cruzeiro,0,2
45,2020-03-22,Lago Norte,1,3
0,2020-03-22,Gama,0,2
0,2020-03-22,Itapoã,0,0
0,2020-03-22,Vicente Pires,0,1
0,2020-03-22,Varjão,0,0
0,2020-03-22,São Sebastião,0,0
0,2020-03-22,Sudoeste/Octogonal,0,9
0,2020-03-22,Sobradinho II,0,0
0,2020-03-22,Sobradinho,0,1
0,2020-03-22,Sistema Penitenciário,0,0
0,2020-03-22,Fercal,0,0
0,2020-03-22,Samambaia,0,1
0,2020-03-22,SIA,0,0
0,2020-03-22,Santa Maria,0,0
0,2020-03-22,Riacho Fundo II,0,0
0,2020-03-22,Não Informado,0,0
0,2020-03-22,Núcleo Bandeirante,0,1
0,2020-03-22,SCIA,0,0
0,2020-03-22,Paranoá,0,1
0,2020-03-22,Park Way,0,1
0,2020-03-22,Outros Estados,0,11
0,2020-03-22,Pôr do Sol,0,0
0,2020-03-22,Recanto das Emas,0,0
0,2020-03-22,Riacho Fundo,0,1
0,2020-03-22,Planaltina,0,0
0,2020-03-23,Arniqueira,0,0
53,2020-03-23,Lago Sul,5,30
50,2020-03-23,Guará,1,7
51,2020-03-23,Jardim Botânico,1,3
52,2020-03-23,Lago Norte,3,6
54,2020-03-23,Outros Estados,1,12
0,2020-03-23,Brazlândia,0,0
56,2020-03-23,Sudoeste/Octogonal,4,13
0,2020-03-23,São Sebastião,0,0
0,2020-03-23,Sobradinho II,0,0
0,2020-03-23,Sobradinho,0,1
0,2020-03-23,Sistema Penitenciário,0,0
0,2020-03-23,Santa Maria,0,0
0,2020-03-23,Samambaia,0,1
0,2020-03-23,SIA,0,0
0,2020-03-23,SCIA,0,0
0,2020-03-23,Riacho Fundo II,0,0
0,2020-03-23,Riacho Fundo,0,1
0,2020-03-23,Recanto das Emas,0,0
0,2020-03-23,Varjão,0,0
0,2020-03-23,Pôr do Sol,0,0
0,2020-03-23,Park Way,0,1
0,2020-03-23,Paranoá,0,1
0,2020-03-23,Núcleo Bandeirante,0,1
0,2020-03-23,Não Informado,0,0
0,2020-03-23,Itapoã,0,0
0,2020-03-23,Gama,0,2
0,2020-03-23,Fercal,0,0
0,2020-03-23,Entorno DF,0,0
0,2020-03-23,Cruzeiro,0,2
0,2020-03-23,Candangolândia,0,0
0,2020-03-23,Ceilândia,0,1
0,2020-03-23,Planaltina,0,0
55,2020-03-23,Plano Piloto,3,42
0,2020-03-23,Vicente Pires,0,1
57,2020-03-23,Taguatinga,1,7
58,2020-03-23,Águas Claras,1,13
0,2020-03-24,Brazlândia,0,0
0,2020-03-24,Vicente Pires,0,1
0,2020-03-24,Varjão,0,0
0,2020-03-24,Taguatinga,0,7
0,2020-03-24,Sobradinho II,0,0
0,2020-03-24,Sobradinho,0,1
0,2020-03-24,Sistema Penitenciário,0,0
0,2020-03-24,Santa Maria,0,0
0,2020-03-24,Samambaia,0,1
0,2020-03-24,SIA,0,0
0,2020-03-24,Arniqueira,0,0
0,2020-03-24,SCIA,0,0
0,2020-03-24,Recanto das Emas,0,0
0,2020-03-24,Pôr do Sol,0,0
0,2020-03-24,Planaltina,0,0
0,2020-03-24,Paranoá,0,1
0,2020-03-24,Outros Estados,0,12
0,2020-03-24,Núcleo Bandeirante,0,1
0,2020-03-24,Não Informado,0,0
0,2020-03-24,Lago Norte,0,6
0,2020-03-24,Itapoã,0,0
0,2020-03-24,Fercal,0,0
0,2020-03-24,Ceilândia,0,1
0,2020-03-24,Riacho Fundo,0,1
0,2020-03-24,Candangolândia,0,0
0,2020-03-24,Riacho Fundo II,0,0
60,2020-03-24,Entorno DF,2,2
59,2020-03-24,Cruzeiro,1,3
61,2020-03-24,Gama,1,3
62,2020-03-24,Guará,3,10
63,2020-03-24,Jardim Botânico,1,4
64,2020-03-24,Lago Sul,4,34
65,2020-03-24,Park Way,2,3
66,2020-03-24,Plano Piloto,7,49
68,2020-03-24,São Sebastião,1,1
69,2020-03-24,Águas Claras,3,16
67,2020-03-24,Sudoeste/Octogonal,2,15
71,2020-03-25,Guará,1,11
0,2020-03-25,Cruzeiro,0,3
72,2020-03-25,Lago Sul,3,37
73,2020-03-25,Plano Piloto,8,57
74,2020-03-25,Sobradinho II,1,1
75,2020-03-25,Sudoeste/Octogonal,2,17
76,2020-03-25,São Sebastião,1,2
77,2020-03-25,Vicente Pires,1,2
78,2020-03-25,Águas Claras,1,17
0,2020-03-25,Arniqueira,0,0
0,2020-03-25,Brazlândia,0,0
0,2020-03-25,Candangolândia,0,0
70,2020-03-25,Entorno DF,1,3
0,2020-03-25,Fercal,0,0
0,2020-03-25,Ceilândia,0,1
0,2020-03-25,Itapoã,0,0
0,2020-03-25,Varjão,0,0
0,2020-03-25,Taguatinga,0,7
0,2020-03-25,Sobradinho,0,1
0,2020-03-25,Sistema Penitenciário,0,0
0,2020-03-25,Santa Maria,0,0
0,2020-03-25,Samambaia,0,1
0,2020-03-25,SIA,0,0
0,2020-03-25,SCIA,0,0
0,2020-03-25,Gama,0,3
0,2020-03-25,Riacho Fundo,0,1
0,2020-03-25,Recanto das Emas,0,0
0,2020-03-25,Riacho Fundo II,0,0
0,2020-03-25,Planaltina,0,0
0,2020-03-25,Park Way,0,3
0,2020-03-25,Paranoá,0,1
0,2020-03-25,Outros Estados,0,12
0,2020-03-25,Núcleo Bandeirante,0,1
0,2020-03-25,Não Informado,0,0
0,2020-03-25,Lago Norte,0,6
0,2020-03-25,Jardim Botânico,0,4
0,2020-03-25,Pôr do Sol,0,0
0,2020-03-26,Núcleo Bandeirante,0,1
0,2020-03-26,Não Informado,0,0
0,2020-03-26,Planaltina,0,0
0,2020-03-26,Itapoã,0,0
94,2020-03-26,Águas Claras,4,21
0,2020-03-26,Paranoá,0,1
0,2020-03-26,Pôr do Sol,0,0
0,2020-03-26,Sistema Penitenciário,0,0
0,2020-03-26,Riacho Fundo,0,1
0,2020-03-26,Riacho Fundo II,0,0
0,2020-03-26,SCIA,0,0
0,2020-03-26,SIA,0,0
93,2020-03-26,Vicente Pires,1,3
0,2020-03-26,Sobradinho,0,1
0,2020-03-26,Sobradinho II,0,1
0,2020-03-26,Recanto das Emas,0,0
92,2020-03-26,Taguatinga,1,8
0,2020-03-26,Gama,0,3
90,2020-03-26,Sudoeste/Octogonal,3,20
0,2020-03-26,Brazlândia,0,0
0,2020-03-26,Arniqueira,0,0
0,2020-03-26,Fercal,0,0
0,2020-03-26,Varjão,0,0
79,2020-03-26,Ceilândia,1,2
80,2020-03-26,Entorno DF,1,4
81,2020-03-26,Guará,1,12
82,2020-03-26,Jardim Botânico,1,5
83,2020-03-26,Lago Norte,1,7
84,2020-03-26,Lago Sul,3,40
85,2020-03-26,Outros Estados,1,13
86,2020-03-26,Park Way,1,4
87,2020-03-26,Plano Piloto,7,64
88,2020-03-26,Samambaia,1,2
89,2020-03-26,Santa Maria,1,1
91,2020-03-26,São Sebastião,1,3
0,2020-03-26,Candangolândia,0,0
0,2020-03-26,Cruzeiro,0,3
0,2020-03-27,Paranoá,0,1
0,2020-03-27,Fercal,0,0
0,2020-03-27,Itapoã,0,0
0,2020-03-27,Vicente Pires,0,3
0,2020-03-27,Varjão,0,0
0,2020-03-27,Taguatinga,0,8
0,2020-03-27,São Sebastião,0,3
0,2020-03-27,Sobradinho II,0,1
0,2020-03-27,Sistema Penitenciário,0,0
0,2020-03-27,Santa Maria,0,1
0,2020-03-27,Entorno DF,0,4
0,2020-03-27,SIA,0,0
0,2020-03-27,Riacho Fundo II,0,0
0,2020-03-27,Riacho Fundo,0,1
0,2020-03-27,Recanto das Emas,0,0
0,2020-03-27,Pôr do Sol,0,0
0,2020-03-27,Planaltina,0,0
0,2020-03-27,Park Way,0,4
0,2020-03-27,Jardim Botânico,0,5
0,2020-03-27,Outros Estados,0,13
0,2020-03-27,Núcleo Bandeirante,0,1
0,2020-03-27,SCIA,0,0
0,2020-03-27,Cruzeiro,0,3
0,2020-03-27,Ceilândia,0,2
0,2020-03-27,Candangolândia,0,0
95,2020-03-27,Gama,1,4
96,2020-03-27,Guará,1,13
97,2020-03-27,Lago Sul,5,45
98,2020-03-27,Plano Piloto,8,72
99,2020-03-27,Samambaia,1,3
100,2020-03-27,Sobradinho,2,3
101,2020-03-27,Sudoeste/Octogonal,2,22
102,2020-03-27,Águas Claras,5,26
0,2020-03-27,Não Informado,0,0
0,2020-03-27,Lago Norte,0,7
0,2020-03-27,Arniqueira,0,0
0,2020-03-27,Brazlândia,0,0
107,2020-03-28,Lago Sul,4,49
104,2020-03-28,Entorno DF,1,5
103,2020-03-28,Ceilândia,1,3
108,2020-03-28,Outros Estados,2,15
109,2020-03-28,Plano Piloto,11,83
110,2020-03-28,Sobradinho,2,5
111,2020-03-28,Sudoeste/Octogonal,3,25
113,2020-03-28,Vicente Pires,1,4
114,2020-03-28,Águas Claras,3,29
106,2020-03-28,Lago Norte,1,8
105,2020-03-28,Guará,1,14
112,2020-03-28,Taguatinga,1,9
0,2020-03-28,Arniqueira,0,0
0,2020-03-28,São Sebastião,0,3
0,2020-03-28,Sobradinho II,0,1
0,2020-03-28,Sistema Penitenciário,0,0
0,2020-03-28,Santa Maria,0,1
0,2020-03-28,Samambaia,0,3
0,2020-03-28,SIA,0,0
0,2020-03-28,Varjão,0,0
0,2020-03-28,SCIA,0,0
0,2020-03-28,Riacho Fundo,0,1
0,2020-03-28,Recanto das Emas,0,0
0,2020-03-28,Pôr do Sol,0,0
0,2020-03-28,Planaltina,0,0
0,2020-03-28,Não Informado,0,0
0,2020-03-28,Núcleo Bandeirante,0,1
0,2020-03-28,Riacho Fundo II,0,0
0,2020-03-28,Park Way,0,4
0,2020-03-28,Paranoá,0,1
0,2020-03-28,Brazlândia,0,0
0,2020-03-28,Candangolândia,0,0
0,2020-03-28,Cruzeiro,0,3
0,2020-03-28,Fercal,0,0
0,2020-03-28,Gama,0,4
0,2020-03-28,Itapoã,0,0
0,2020-03-28,Jardim Botânico,0,5
0,2020-03-29,SIA,0,0
0,2020-03-29,Varjão,0,0
0,2020-03-29,Taguatinga,0,9
0,2020-03-29,São Sebastião,0,3
0,2020-03-29,Cruzeiro,0,3
0,2020-03-29,Sobradinho,0,5
0,2020-03-29,Sistema Penitenciário,0,0
0,2020-03-29,Santa Maria,0,1
0,2020-03-29,Samambaia,0,3
0,2020-03-29,Arniqueira,0,0
0,2020-03-29,Brazlândia,0,0
0,2020-03-29,SCIA,0,0
0,2020-03-29,Riacho Fundo II,0,0
0,2020-03-29,Sobradinho II,0,1
115,2020-03-29,Jardim Botânico,2,7
0,2020-03-29,Ceilândia,0,3
0,2020-03-29,Entorno DF,0,5
0,2020-03-29,Fercal,0,0
0,2020-03-29,Gama,0,4
0,2020-03-29,Guará,0,14
0,2020-03-29,Itapoã,0,0
0,2020-03-29,Lago Norte,0,8
0,2020-03-29,Não Informado,0,0
0,2020-03-29,Núcleo Bandeirante,0,1
0,2020-03-29,Outros Estados,0,15
0,2020-03-29,Paranoá,0,1
0,2020-03-29,Park Way,0,4
0,2020-03-29,Planaltina,0,0
0,2020-03-29,Candangolândia,0,0
0,2020-03-29,Recanto das Emas,0,0
0,2020-03-29,Riacho Fundo,0,1
120,2020-03-29,Águas Claras,2,31
119,2020-03-29,Vicente Pires,3,7
118,2020-03-29,Sudoeste/Octogonal,1,26
117,2020-03-29,Plano Piloto,6,89
116,2020-03-29,Lago Sul,4,53
0,2020-03-29,Pôr do Sol,0,0
0,2020-03-30,Planaltina,0,0
0,2020-03-30,Pôr do Sol,0,0
0,2020-03-30,Recanto das Emas,0,0
0,2020-03-30,Riacho Fundo,0,1
0,2020-03-30,Riacho Fundo II,0,0
0,2020-03-30,SCIA,0,0
0,2020-03-30,SIA,0,0
0,2020-03-30,Sobradinho,0,5
0,2020-03-30,Sistema Penitenciário,0,0
0,2020-03-30,Sobradinho II,0,1
0,2020-03-30,São Sebastião,0,3
0,2020-03-30,Taguatinga,0,9
0,2020-03-30,Varjão,0,0
0,2020-03-30,Vicente Pires,0,7
0,2020-03-30,Santa Maria,0,1
0,2020-03-30,Outros Estados,0,15
0,2020-03-30,Samambaia,0,3
0,2020-03-30,Não Informado,0,0
0,2020-03-30,Núcleo Bandeirante,0,1
125,2020-03-30,Águas Claras,2,33
124,2020-03-30,Sudoeste/Octogonal,3,29
123,2020-03-30,Plano Piloto,5,94
122,2020-03-30,Park Way,1,5
121,2020-03-30,Guará,1,15
0,2020-03-30,Arniqueira,0,0
0,2020-03-30,Brazlândia,0,0
0,2020-03-30,Candangolândia,0,0
0,2020-03-30,Paranoá,0,1
0,2020-03-30,Cruzeiro,0,3
0,2020-03-30,Entorno DF,0,5
0,2020-03-30,Fercal,0,0
0,2020-03-30,Gama,0,4
0,2020-03-30,Itapoã,0,0
0,2020-03-30,Jardim Botânico,0,7
0,2020-03-30,Lago Norte,0,8
0,2020-03-30,Ceilândia,0,3
0,2020-03-30,Lago Sul,0,53
0,2020-03-31,Riacho Fundo,0,1
0,2020-03-31,Riacho Fundo II,0,0
0,2020-03-31,SCIA,0,0
0,2020-03-31,SIA,0,0
0,2020-03-31,São Sebastião,0,3
0,2020-03-31,Sobradinho II,0,1
0,2020-03-31,Recanto das Emas,0,0
0,2020-03-31,Taguatinga,0,9
0,2020-03-31,Varjão,0,0
0,2020-03-31,Sistema Penitenciário,0,0
0,2020-03-31,Pôr do Sol,0,0
0,2020-03-31,Outros Estados,0,15
0,2020-03-31,Park Way,0,5
0,2020-03-31,Paranoá,0,1
0,2020-03-31,Não Informado,0,0
0,2020-03-31,Jardim Botânico,0,7
0,2020-03-31,Itapoã,0,0
0,2020-03-31,Guará,0,15
0,2020-03-31,Fercal,0,0
0,2020-03-31,Ceilândia,0,3
0,2020-03-31,Brazlândia,0,0
0,2020-03-31,Arniqueira,0,0
0,2020-03-31,Planaltina,0,0
0,2020-03-31,Cruzeiro,0,3
0,2020-03-31,Candangolândia,0,0
135,2020-03-31,Sudoeste/Octogonal,1,30
126,2020-03-31,Entorno DF,1,6
127,2020-03-31,Gama,1,5
128,2020-03-31,Lago Norte,2,10
129,2020-03-31,Lago Sul,2,55
130,2020-03-31,Núcleo Bandeirante,1,2
131,2020-03-31,Plano Piloto,8,102
132,2020-03-31,Samambaia,1,4
133,2020-03-31,Santa Maria,2,3
134,2020-03-31,Sobradinho,1,6
136,2020-03-31,Vicente Pires,1,8
137,2020-03-31,Águas Claras,3,36
0,2020-04-01,Paranoá,0,1
0,2020-04-01,Planaltina,0,0
0,2020-04-01,Pôr do Sol,0,0
0,2020-04-01,Recanto das Emas,0,0
0,2020-04-01,Sistema Penitenciário,0,0
0,2020-04-01,Riacho Fundo II,0,0
0,2020-04-01,SCIA,0,0
0,2020-04-01,Outros Estados,0,15
0,2020-04-01,Riacho Fundo,0,1
0,2020-04-01,Não Informado,0,0
0,2020-04-01,Ceilândia,0,3
0,2020-04-01,Jardim Botânico,0,7
0,2020-04-01,Itapoã,0,0
0,2020-04-01,Fercal,0,0
0,2020-04-01,Entorno DF,0,6
0,2020-04-01,SIA,0,0
0,2020-04-01,Candangolândia,0,0
0,2020-04-01,Brazlândia,0,0
0,2020-04-01,Arniqueira,0,0
0,2020-04-01,Lago Norte,0,10
0,2020-04-01,Santa Maria,0,3
0,2020-04-01,Taguatinga,0,9
0,2020-04-01,Sobradinho,0,6
138,2020-04-01,Cruzeiro,3,6
139,2020-04-01,Gama,1,6
140,2020-04-01,Guará,2,17
141,2020-04-01,Lago Sul,2,57
142,2020-04-01,Núcleo Bandeirante,1,3
143,2020-04-01,Park Way,1,6
144,2020-04-01,Plano Piloto,11,113
145,2020-04-01,Samambaia,1,5
146,2020-04-01,Vicente Pires,4,12
0,2020-04-01,Varjão,0,0
0,2020-04-01,São Sebastião,0,3
0,2020-04-01,Sudoeste/Octogonal,0,30
0,2020-04-01,Sobradinho II,0,1
147,2020-04-01,Águas Claras,11,47
0,2020-04-02,Sistema Penitenciário,0,0
0,2020-04-02,SCIA,0,0
0,2020-04-02,SIA,0,0
0,2020-04-02,Santa Maria,0,3
0,2020-04-02,Sobradinho II,0,1
0,2020-04-02,Sobradinho,0,6
0,2020-04-02,Sudoeste/Octogonal,0,30
0,2020-04-02,Lago Sul,0,57
0,2020-04-02,Varjão,0,0
0,2020-04-02,Fercal,0,0
0,2020-04-02,Itapoã,0,0
0,2020-04-02,Riacho Fundo II,0,0
0,2020-04-02,Brazlândia,0,0
0,2020-04-02,Candangolândia,0,0
0,2020-04-02,Cruzeiro,0,6
0,2020-04-02,São Sebastião,0,3
0,2020-04-02,Riacho Fundo,0,1
0,2020-04-02,Gama,0,6
0,2020-04-02,Pôr do Sol,0,0
158,2020-04-02,Vicente Pires,2,14
157,2020-04-02,Taguatinga,1,10
156,2020-04-02,Samambaia,2,7
155,2020-04-02,Plano Piloto,5,118
154,2020-04-02,Paranoá,1,2
153,2020-04-02,Lago Norte,3,13
